ref	text	parallel	translation
Mk.10.24	iþ þai siponjos afslauþnodedun in waurde is þaruh Iesus aftra andhafjands qaþ im barnilona ƕaiwa aglu ist þaim hugjandam afar faihau in þiudangardja gudis galeiþan		
Mk.10.25	azitizo ist ulbandau þairh þairko neþlos galeiþan þau gabigamma in þiudangardja gudis galeiþan		
Mk.10.26	iþ eis mais usgeisnodedun qiþandans du sis misso jah ƕas mag ganisan		
Mk.10.27	insaiƕands du im Iesus qaþ akei fram mannan unmahteig ist akei ni fram guda allata auk mahteig ist fram guda		
Mk.10.28	dugann þan Paitrus qiþan du imma sai weis aflailotum alla jah laistidedum þuk		
Mk.10.29	andhafjands im Iesus qaþ amen qiþa izwis ni ƕashun ist saei aflailoti gard aiþþau broþruns aiþþau swistruns aiþþau aiþein aiþþau attan aiþþau qen aiþþau barna aiþþau haimoþlja in meina jah in þizos aiwaggeljons		
Mk.10.30	saei ni andnimai ·r· falþ nu in þamma mela gardins jah broþruns jah swistruns jah attan jah aiþein jah barna jah haimoþlja miþ wrakom jah in aiwa þamma anawairþin libain aiweinon		
Mk.10.31	aþþan managai wairþand frumans aftumans jah aftumans frumans		
Mk.10.32	wesunuþ~þan ana wiga gaggandans du Iairusaulwmai jah was faurbigaggands ins Iesus jah sildaleikidedun jah afarlaistjandans faurhtai waurþun jah andnimands aftra þans twalif dugann im qiþan þoei habaidedun ina gadaban		
Mk.10.33	þatei sai usgaggam in Iairusaulwma jah sunus mans atgibada þaim ufargudjam jah bokarjam jah gawargjand ina dauþau jah atgiband ina þiudom		
Mk.10.34	jah bilaikand ina jah bliggwand ina jah speiwand ana ina jah usqimand imma jah þridjin daga ustandiþ		
Mk.10.35	jah athabaidedun sik du imma Iakobus jah Iohannes sunjus Zaibaidaiaus qiþandans laisari wileima ei þatei þuk bidjos taujais uggkis		
Mk.10.36	iþ Iesus qaþ im ƕa wileits taujan mik igqis		
Mk.10.37	iþ eis qeþun du imma fragif ugkis ei ains af taihswon þeinai jah ains af hleidumein þeinai sitaiwa in wulþau þeinamma		
Mk.10.38	iþ Iesus qaþuh du im ni wituts ƕis bidjats magutsu driggkan stikl þanei ik driggka jah daupeinai þizaiei ik daupjada ei daupjaindau		
Mk.10.39	iþ eis qeþun du imma magu iþ Iesus qaþuh du im sweþauh þana stikl þanei ik driggka driggkats jah þizai daupeinai þizaiei ik daupjada daupjanda		
Mk.10.40	iþ þata du sitan af taihswon meinai aiþþau af hleidumein nist mein du giban alja þaimei manwiþ was		
Mk.10.41	jah gahausjandans þai taihun dugunnun unwerjan bi Iakobu jah Iohannen		
Mk.10.42	iþ is athaitands ins qaþ du im wituþ þatei þaiei þuggkjand reikinon þiudom gafraujinond im iþ þai mikilans ize gawaldand im		
Mk.10.43	iþ ni swa sijai in izwis ak saƕazuh saei wili wairþan mikils in izwis sijai izwar andbahts		
Mk.10.44	jah saei wili izwara wairþan frumists sijai allaim skalks		
Mk.10.45	jah auk sunus mans ni qam at andbahtjam ak andbahtjan jah giban saiwala seina faur managans lun		
Mk.10.46	jah qemun in Iairikon jah usgaggandin imma jainþro miþ siponjam seinaim jah managein ganohai sunus Teimaiaus Barteimaius sa blinda sat faur wig du aihtron		
Mk.10.47	jah gahausjands þatei Iesus sa Nazoraius ist dugann hropjan jah qiþan sunau Daweidis Iesu armai mik		
Mk.10.48	jah ƕotidedun imma managai ei gaþahaidedi iþ is filu mais hropida sunau Daweidis armai mik		
Mk.10.49	jah gastandands Iesus haihait atwopjan ina jah wopidedun þana blindan qiþandans du imma þrafstei þuk urreis wopeiþ þuk		
Mk.10.50	iþ is afwairpands wastjai seinai ushlaupands qam at Iesu		
Mk.10.51	jah andhafjands qaþ du imma Iesus ƕa wileis ei taujau þus iþ sa blinda qaþ du imma rabbaunei ei ussaiƕau		
Mk.10.52	iþ Iesus qaþ du imma gagg galaubeins þeina ganasida þuk jah sunsaiw ussaƕ jah laistida in wiga Iesu		
Mk.11.1	jah biþe neƕa wesun Iairusalem in Beþsfagein jah Biþaniin at fairgunja alewjin insandida twans siponje seinaize		
Mk.11.2	jah qaþ du im gaggats in haim þo wiþrawairþon iggqis jah sunsaiw inngaggandans in þo baurg bigitats fulan gabundanana ana þammei nauh ainshun manne ni sat andbindandans ina attiuhats		
Mk.11.3	jah jabai ƕas iggqis qiþai duƕe þata taujats qiþaits þatei frauja þis gairneiþ jah sunsaiw ina insandeiþ hidre		
Mk.11.4	galiþun þan jah bigetun fulan gabundanana at daura uta ana gagga jah andbundun ina		
Mk.11.5	jah sumai þize jainar standandane qeþun du im ƕa taujats andbindandans þana fulan		
Mk.11.6	iþ eis qeþun du im swaswe anabauþ im Iesus jah lailotun ins		
Mk.11.7	jah brahtedun þana fulan at Iesua jah galagidedun ana ina wastjos seinos jah gasat ana ina		
Mk.11.8	managai þan wastjom seinaim strawidedun ana wiga sumai astans maimaitun us bagmam jah strawidedun ana wiga		
Mk.11.9	jah þai fauragaggandans jah þai afarlaistjandans hropidedun qiþandans osanna þiuþida sa qimanda in namin fraujins		
Mk.11.10	þiuþido so qimandei þiudangardi in namin fraujins attins unsaris Daweidis osanna in hauhistjam		
Mk.11.11	jah galaiþ in Iairusaulwma Iesus jah in alh jah bisaiƕands alla at andanahtja juþan wisandin ƕeilai usiddja in Beþanian miþ þaim twalibim		
Mk.11.12	jah iftumin daga usstandandam im us Beþaniin gredags was		
Mk.11.13	jah gasaiƕands smakkabagm fairraþro habandan lauf atiddja ei aufto bigeti ƕa ana imma jah qimands at imma ni waiht bigat ana imma niba lauf ni auk was mel smakkane		
Mk.11.14	jah usbairands qaþ du imma ni þanaseiþs us þus aiw manna akran matjai jah gahausidedun þai siponjos is		
Mk.11.15	jah iddjedun du Iairusaulwmai jah atgaggands Iesus in alh dugann uswairpan þans frabugjandans jah bugjandans in alh jah mesa skattjane jah sitlans þize frabugjandane ahakim uswaltida		
Mk.11.16	jah ni lailot ei ƕas þairhberi kas þairh þo alh		
Mk.11.17	jah laisida qiþands du im niu gameliþ ist þatei razn mein razn bido haitada allaim þiudom iþ jus gatawideduþ ita du filigrja waidedjane		
Mk.11.18	jah gahausidedun þai bokarjos jah gudjane auhumistans jah sokidedun ƕaiwa imma usqistidedeina ohtedun auk ina unte alla managei sildaleikidedun in laiseinais is		
Mk.11.19	jah biþe andanahti warþ usiddja ut us þizai baurg		
Mk.11.20	jah in maurgin faurgaggandans gaseƕun þana smakkabagm þaursjana us waurtim		
Mk.11.21	jah gamunands Paitrus qaþ du imma rabbei sai smakkabagms þanei fraqast gaþaursnoda		
Mk.11.22	jah andhafjands Iesus qaþ du im habaiþ galaubein gudis		
Mk.11.23	amen auk qiþa izwis þisƕazuh ei qiþai du þamma fairgunja ushafei þuk jah wairp þus in marein jah ni tuzwerjai in hairtin seinamma ak galaubjai þata ei þatei qiþiþ gagaggiþ wairþiþ imma þisƕah þei qiþiþ		
Mk.11.24	duþþe qiþa izwis allata þisƕah þei bidjandans sokeiþ galaubeiþ þatei nimiþ jah wairþiþ izwis		
Mk.11.25	jah þan standaiþ bidjandans afletaiþ jabai ƕa habaiþ wiþra ƕana ei jah atta izwar sa in himinam afletai izwis missadedins izwaros		
Mk.11.26	iþ jabai jus ni afletiþ ni þau atta izwar sa in himinam afletiþ izwis missadedins izwaros		
Mk.11.27	jah iddjedun aftra du Iairusaulwmai jah in alh ƕarbondin imma atiddjedun du imma þai auhumistans gudjans jah bokarjos jah sinistans		
Mk.11.28	jah qeþun du imma in ƕamma waldufnje þata taujis jah ƕas þus þata waldufni atgaf ei þata taujis		
Mk.11.29	iþ Iesus andhafjands qaþ du im fraihna jah ik izwis ainis waurdis jah andhafjiþ mis jah qiþa izwis in ƕamma waldufnje þata tauja		
Mk.11.30	daupeins Iohannis uzuh himina was þau uzuh mannam andhafjiþ mis		
Mk.11.31	jah þahtedun du sis misso qiþandans jabai qiþam us himina qiþiþ aþþan duƕe ni galaubideduþ imma		
Mk.11.32	ak qiþam us mannam uhtedun þo managein allai auk alakjo habaidedun Iohannen þatei bi sunjai praufetes was		
Mk.11.33	jah andhafjandans qeþun du Iesua ni witum jah andhafjands Iesus qaþ du im nih ik izwis qiþa in ƕamma waldufnje þata tauja		
Mk.12.1	jah dugann im in gajukom qiþan weinagard ussatida manna jah bisatida ina faþom jah usgrof dal uf mesa jah gatimrida kelikn jah anafalh ina waurstwjam jah aflaiþ aljaþ		
Mk.12.2	jah insandida du þaim waurstwjam at mel skalk ei at þaim waurstwjam nemi akranis þis weinagardis		
Mk.12.3	iþ eis nimandans ina usbluggwun jah insandidedun laushandjan		
Mk.12.4	jah aftra insandida du im anþarana skalk jah þana stainam wairpandans gaaiwiskodedun jah haubiþwundan brahtedun jah insandidedun ganaitidana		
Mk.12.5	jah aftra insandida anþarana jah jainana afslohun jah managans anþarans sumans usbliggwandans sumanzuh þan usqimandans		
Mk.12.6	þanuh nauhþanuh ainana sunu aigands liubana sis insandida jah þana du im spedistana qiþands þatei gaaistand sunu meinana		
Mk.12.7	iþ jainai þai waurstwjans qeþun du sis misso þatei sa ist sa arbinumja hirjiþ usqimam imma jah unsar wairþiþ þata arbi		
Mk.12.8	jah undgreipandans ina usqemun jah uswaurpun imma ut us þamma weinagarda		
Mk.12.9	ƕa nuh taujai frauja þis weinagardis qimiþ jah usqisteiþ þans waurstwjans jah gibiþ þana weinagard anþaraim		
Mk.12.10	nih þata gamelido ussuggwuþ stains þammei uswaurpun þai timrjans sah warþ du haubida waihstins		
Mk.12.11	fram fraujin warþ sa jah ist sildaleiks in augam unsaraim		
Mk.12.12	jah sokidedun ina undgreipan jah ohtedun þo managein froþun auk þatei du im þo gajukon qaþ jah afletandans ina galiþun		
Mk.12.13	jah insandidedun du imma sumai þize Fareisaie jah Herodiane ei ina ganuteina waurda		
Mk.12.14	iþ eis qimandans qeþun du imma laisari witum þatei sunjeins is jah ni kara þuk manshun ni auk saiƕis in andwairþja manne ak bi sunjai wig gudis laiseis skuldu ist kaisaragild giban kaisara þau niu gibaima		
Mk.12.15	iþ Iesus gasaiƕands ize liutein qaþ du im ƕa mik fraisiþ atbairiþ mis skatt ei gasaiƕau		
Mk.12.16	iþ eis atberun jah qaþ du im ƕis ist sa manleika jah so ufarmeleins iþ eis qeþun du imma kaisaris		
Mk.12.17	jah andhafjands Iesus qaþ du im usgibiþ þo kaisaris kaisara jah þo gudis guda jah sildaleikidedun ana þamma		
Mk.12.18	jah atiddjedun Saddukaieis du imma þaiei qiþand usstass ni wisan jah frehun ina qiþandans		
Mk.12.19	laisari Moses gamelida unsis þatei jabai ƕis broþar gadauþnai jah bileiþai qenai jah barne ni bileiþai ei nimai broþar is þo qen is jah ussatjai barna broþr seinamma		
Mk.12.20	sibun broþrahans wesun jah sa frumista nam qen jah gaswiltands ni bilaiþ fraiwa		
Mk.12.21	jah anþar nam þo jah gadauþnoda jah ni sa bilaiþ fraiwa jah þridja samaleiko		
Mk.12.22	jah nemun þo samaleiko þai sibun jah ni biliþun fraiwa spedumista allaize gaswalt jah so qens		
Mk.12.23	in þizai usstassai þan usstandand ƕarjamma ize wairþiþ qens þai auk sibun aihtedun þo du qenai		
Mk.12.24	jah andhafjands Iesus qaþ du im niu duþe airzjai sijuþ ni kunnandans mela nih maht gudis		
Mk.12.25	allis þan usstandand us dauþaim ni liugand ni liuganda ak sind swe aggiljus þai in himinam		
Mk.12.26	aþþan bi dauþans þatei urreisand niu gakunnaideduþ ana bokom Mosezis ana aiƕatundjai ƕaiwa imma qaþ guþ qiþands ik im guþ Abrahamis jah guþ Isakis jah guþ Iakobis		
Mk.12.27	nist guþ dauþaize ak qiwaize aþþan jus filu airzjai sijuþ		
Mk.12.28	jah duatgaggands ains þize bokarje gahausjands ins samana sokjandans gasaiƕands þatei waila im andhof frah ina ƕarja ist allaizo anabusne frumista		
Mk.12.29	iþ Iesus andhof imma þatei frumista allaizo anabusns hausei Israel frauja guþ unsar frauja ains ist		
Mk.12.30	jah frijos fraujan guþ þeinana us allamma hairtin þeinamma jah us allai saiwalai þeinai jah us allai gahugdai þeinai jah us allai mahtai þeinai so frumista anabusns		
Mk.12.31	jah anþara galeika þizai frijos neƕundjan þeinana swe þuk silban maizei þaim anþara anabusns nist		
Mk.12.32	jah qaþ du imma sa bokareis waila laisari bi sunjai qast þatei ains ist jah nist anþar alja imma		
Mk.12.33	jah þata du frijon ina us allamma hairtin jah us allamma fraþja jah us allai saiwalai jah us allai mahtai jah þata du frijon neƕundjan swe sik silban managizo ist allaim þaim alabrunstim jah saudim		
Mk.12.34	jah Iesus gasaiƕands ina þatei frodaba andhof qaþ du imma ni fairra is þiudangardjai gudis jah ainshun þanaseiþs ni gadaursta ina fraihnan		
Mk.12.35	jah andhafjands Iesus qaþ laisjands in alh ƕaiwa qiþand þai bokarjos þatei Xristus sunus ist Daweidis		
Mk.12.36	silba auk Daweid qaþ in ahmin weihamma qiþiþ frauja du fraujin meinamma sit af taihswon meinai unte ik galagja fijands þeinans fotubaurd fotiwe þeinaize		
Mk.12.37	silba raihtis Daweid qiþiþ ina fraujan jah ƕaþro imma sunus ist jah alla so managei hausidedun imma gabaurjaba		
Mk.12.38	jah qaþ du im in laiseinai seinai saiƕiþ faura bokarjam		
Mk.13.16	wastja seina		
Mk.13.17	aþþan wai þaim qiþuhaftom jah daddjandeim in jainaim dagam		
Mk.13.18	aþþan bidjaiþ ei ni wairþai sa þlauhs izwar wintrau		
Mk.13.19	wairþand auk þai dagos jainai aglo swaleika swe ni was swaleika fram anastodeinai gaskaftais þoei gaskop guþ und hita jah ni wairþiþ		
Mk.13.20	jah ni frauja gamaurgidedi þans dagans ni þauh ganesi ainhun leike akei in þize gawalidane þanzei gawalida gamaurgida þans dagans		
Mk.13.21	jah þan jabai ƕas izwis qiþai sai her Xristus aiþþau sai jainar ni galaubjaiþ		
Mk.13.22	unte urreisand galiugaxristjus jah galiugapraufeteis jah giband taiknins jah fauratanja du afairzjan jabai mahteig sijai jah þans gawalidans		
Mk.13.23	iþ jus saiƕiþ sai fauragataih izwis allata		
Mk.13.24	akei in jainans dagans afar þo aglon jaina sauil riqizeiþ jah mena ni gibiþ liuhaþ sein		
Mk.13.25	jah stairnons himinis wairþand driusandeins jah mahteis þos in himinam gawagjanda		
Mk.13.26	jah þan gasaiƕand sunu mans qimandan in milhmam miþ mahtai managai jah wulþau		
Mk.13.27	jah þan insandeiþ aggiluns seinans jah galisiþ þans gawalidans seinans af fidwor windam fram andjam airþos und andi himinis		
Mk.13.28	aþþan af smakkabagma ganimiþ þo gajukon þan þis juþan asts þlaqus wairþiþ jah uskeinand laubos kunnuþ þatei neƕa ist asans		
Mk.13.29	swah jah jus þan gasaiƕiþ þata wairþan kunneiþ þatei neƕa sijuþ at		
Mk.14.4	_teins þis balsanis warþ		
Mk.14.5	maht wesi auk þata balsan frabugjan in managizo þau þrija hunda skatte jah giban unledaim jah andstaurraidedun þo		
Mk.14.6	iþ Iesus qaþ letiþ þo duƕe izai usþriutiþ þannu goþ waurstw waurhta bi mis		
Mk.14.7	sinteino auk þans unledans habaiþ miþ izwis jah þan wileiþ maguþ im waila taujan iþ mik ni sinteino habaiþ		
Mk.14.8	þatei habaida so gatawida faursnau salbon mein leik du usfilha		
Mk.14.9	amen qiþa izwis þisƕaruh þei merjada so aiwaggeljo and alla manaseþ jah þatei gatawida so rodjada du gamundai izos		
Mk.14.10	jah Iudas Iskarioteis ains þize twalibe galaiþ du þaim gudjam ei galewidedi ina im		
Mk.14.11	iþ eis gahausjandans faginodedun jah gahaihaitun imma faihu giban jah sokida ƕaiwa gatilaba ina galewidedi		
Mk.14.12	jah þamma frumistin daga azwme þan paska salidedun qeþun du imma þai siponjos is ƕar wileis ei galeiþandans manwjaima ei matjais paska		
Mk.14.13	jah insandida twans siponje seinaize qaþuh du im gaggats in þo baurg jah gamoteiþ igqis manna kas watins bairands gaggats afar þamma		
Mk.14.14	jah þadei inngaleiþai qiþaits þamma heiwafraujin þatei laisareis qiþiþ ƕar sind saliþwos þarei paska miþ siponjam meinaim matjau		
Mk.14.15	jah sa izwis taikneiþ kelikn mikilata gastrawiþ manwjata jah jainar manwjaiþ unsis		
Mk.14.16	jah usiddjedun þai siponjos		
Mk.14.41	sai galewjada sunus mans in handuns frawaurhtaize		
Mk.14.42	urreisiþ gaggam sai sa lewjands mik atneƕida		
Mk.14.43	jah sunsaiw nauhþanuh at imma rodjandin qam Iudas sums þize twalibe jah miþ imma managei miþ hairum jah triwam fram þaim auhumistam gudjam jah bokarjam jah sinistam		
Mk.14.44	at~uh~þan~gaf sa lewjands ina im bandwon qiþands þammei kukjau sa ist greipiþ þana jah tiuhiþ arniba		
Mk.14.45	jah qimands sunsaiw atgaggands du imma qaþ rabbei rabbei jah kukida imma		
Mk.14.46	iþ eis uslagidedun handuns ana ina jah undgripun ina		
Mk.14.47	iþ ains sums þize atstandandane imma uslukands hairu sloh skalk auhumistins gudjins jah afsloh imma auso þata taihswo		
Mk.14.48	jah andhafjands Iesus qaþ du im swe du waidedjin urrunnuþ miþ hairum jah triwam greipan mik		
Mk.14.49	daga ƕammeh was at izwis in alh laisjands jah ni gripuþ mik ak ei usfullnodedeina bokos		
Mk.14.50	jah afletandans ina gaþlauhun allai		
Mk.14.51	jah ains sums juggalauþs laistida afar imma biwaibiþs leina ana naqadana jah gripun is þai juggalaudeis		
Mk.14.52	iþ is bileiþands þamma leina naqaþs gaþlauh faura im		
Mk.14.53	jah gatauhun Iesu du auhumistin gudjin jah garunnun miþ imma auhumistans gudjans allai jah þai sinistans jah bokarjos		
Mk.14.54	jah Paitrus fairraþro laistida afar imma unte qam in garda þis auhumistins gudjins jah was sitands miþ andbahtam jah warmjands sik at liuhada		
Mk.14.55	iþ þai auhumistans gudjans jah alla so gafaurds sokidedun ana Iesu weitwodiþa du afdauþjan ina jah ni bigetun		
Mk.14.56	managai auk galiug weitwodidedun ana ina jah samaleikos þos weitwodiþos ni wesun		
Mk.14.57	jah sumai usstandandans galiug weitwodidedun ana ina qiþandans		
Mk.14.58	þatei weis gahausidedum qiþandan ina þatei ik gataira alh þo handuwaurhton jah bi þrins dagans anþara unhanduwaurhta gatimrja		
Mk.14.59	jah ni swa samaleika was weitwodiþa ize		
Mk.14.60	jah usstandands sa auhumista gudja in midjaim frah Iesu qiþands niu andhafjis waiht ƕa þai ana þuk weitwodjand		
Mk.14.61	iþ is þahaida jah waiht ni andhof aftra sa auhumista gudja frah ina jah qaþ du imma þu is Xristus sa sunus þis þiuþeigins		
Mk.14.62	iþ is qaþuh ik im jah gasaiƕiþ þana sunu mans af taihswon sitandan mahtais jah qimandan miþ milhmam himinis		
Mk.14.63	iþ sa auhumista gudja disskreitands wastjos seinos qaþ ƕa þanamais þaurbum weis weitwode		
Mk.14.64	hausideduþ þo wajamerein is ƕa izwis þugkeiþ þaruh eis allai gadomidedun ina skulan wisan dauþau		
Mk.14.65	jah dugunnun sumai speiwan ana wlit is jah huljan andwairþi is jah kaupatjan ina jah qeþun du imma praufetei jah andbahtos gabaurjaba lofam slohun ina		
Mk.14.66	jah wisandin Paitrau in rohsnai dalaþa jah atiddja aina þiujo þis auhumistins gudjins		
Mk.14.67	jah gasaiƕandei Paitru warmjandan sik insaiƕandei du imma qaþ jah þu miþ Iesua þamma Nazoreinau wast		
Mk.14.68	iþ is afaiaik qiþands ni wait ni kann ƕa þu qiþis jah galaiþ faur gard jah hana wopida		
Mk.14.69	jah þiwi gasaiƕandei ina aftra dugann qiþan þaim faurastandandam þatei sa þizei ist		
Mk.14.70	iþ is aftra laugnida jah afar leitil aftra þai atstandandans qeþun du Paitrau bi sunjai þizei is jah auk Galeilaius is jah razda þeina galeika ist		
Mk.14.71	iþ is dugann afaikan jah swaran þatei ni kann þana mannan þanei qiþiþ		
Mk.14.72	jah anþaramma sinþa hana wopida jah gamunda Paitrus þata waurd swe qaþ imma Iesus þatei faurþize hana hrukjai twaim sinþam inwidis mik þrim sinþam jah dugann greitan		
