ref	surface	lemma	pos	features	stem_class	ms	position	variation
Mt.5.29	batizo	batiza	adj	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}		1	15	0
Mt.5.29	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	16	0
Mt.5.29	auk	auk	conj	{}		1	17	0
Mt.5.29	þus	þu	pron	{"case": "DAT", "number": "SG"}		1	18	0
Mt.5.29	ei	ei	conj	{}		1	19	0
Mt.5.29	fraqistnai	fra-qistnan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	weak-IV	1	20	0
Mt.5.29	ains	ains	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	a-stem	1	21	0
Mt.5.29	liþiwe	liþus	noun	{"case": "GEN", "number": "PL", "gender": "M"}	u-stem	1	22	0
Mt.5.29	þeinaize	þeins	pron	{"strength": "STR", "gender": "M", "case": "GEN", "number": "PL"}	a-stem	1	23	0
Mt.5.29	jah	jah		{}		1	24	0
Mt.5.29	ni	ni		{}		1	25	0
Mt.5.29	allata	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	1	26	0
Mt.5.29	leik	leik	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	1	27	0
Mt.5.29	þein	þeins	pron	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	1	28	0
Mt.5.29	gadriusai	ga-driusan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-II	1	29	0
Mt.5.29	in	in	prep	{}		1	30	0
Mt.5.29	gaiainnan	gaiainna	noun	{"case": "ACC", "number": "SG", "gender": "N"}		1	31	0
Mt.5.30	jah	jah		{}		1	1	0
Mt.5.30	jabai	jabai	conj	{}		1	2	0
Mt.5.30	taihswo	taihswa	adj	{"strength": "WK", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	1	3	0
Mt.5.30	þeina	þeins	pron	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	1	4	0
Mt.5.30	handus	handus	noun	{"case": "NOM", "number": "SG", "gender": "F"}	u-stem	1	5	0
Mt.5.30	marzjai	marzjan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	6	0
Mt.5.30	þuk	þu	pron	{"case": "ACC", "number": "SG"}		1	7	0
Mt.5.30	afmait	af-maitan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "SG", "person": "2"}	strong-VII	1	8	0
Mt.5.30	þo	sa	pron	{"gender": "F", "case": "ACC", "number": "SG"}		1	9	0
Mt.5.30	jah	jah		{}		1	10	0
Mt.5.30	wairp	wairpan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "SG", "person": "2"}	strong-III	1	11	0
Mt.5.30	af	af	prep	{}		1	12	0
Mt.5.30	þus	þu	pron	{"case": "DAT", "number": "SG"}		1	13	0
Mt.5.30	batizo	batiza	adj	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}		1	14	0
Mt.5.30	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	15	0
Mt.5.30	auk	auk	conj	{}		1	16	0
Mt.5.30	þus	þu	pron	{"case": "DAT", "number": "SG"}		1	17	0
Mt.5.30	ei	ei	conj	{}		1	18	0
Mt.5.30	fraqistnai	fra-qistnan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	weak-IV	1	19	0
Mt.5.30	ains	ains	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	a-stem	1	20	0
Mt.5.30	liþiwe	liþus	noun	{"case": "GEN", "number": "PL", "gender": "M"}	u-stem	1	21	0
Mt.5.30	þeinaize	þeins	pron	{"strength": "STR", "gender": "M", "case": "GEN", "number": "PL"}	a-stem	1	22	0
Mt.5.30	jah	jah		{}		1	23	0
Mt.5.30	ni	ni		{}		1	24	0
Mt.5.30	allata	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	1	25	0
Mt.5.30	leik	leik	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	1	26	0
Mt.5.30	þein	þeins	pron	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	1	27	0
Mt.5.30	gadriusai	ga-driusan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-II	1	28	0
Mt.5.30	in	in	prep	{}		1	29	0
Mt.5.30	gaiainnan	gaiainna	noun	{"case": "ACC", "number": "SG", "gender": "N"}		1	30	0
Mt.5.31	qiþanuh	qiþan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	1	1	0
Mt.5.31	qiþanuh	-uh	ptcl	{}		1	1	0
Mt.5.31	þan	þan	conj	{}		1	2	0
Mt.5.31	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	3	0
Mt.5.31	þatei	þatei	conj	{}		1	4	0
Mt.5.31	ƕazuh	ƕazuh	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	5	0
Mt.5.31	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	6	0
Mt.5.31	afletai	af-letan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-VII	1	7	0
Mt.5.31	qen	qens	noun	{"case": "ACC", "number": "SG", "gender": "F"}	i-stem	1	8	0
Mt.5.31	gibai	giban	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	9	0
Mt.5.31	izai	is	pron	{"gender": "F", "case": "DAT", "number": "SG"}		1	10	0
Mt.5.31	afstassais	afstass	noun	{"case": "GEN", "number": "SG", "gender": "F"}	i-stem	1	11	0
Mt.5.31	bokos	boka	noun	{"case": "ACC", "number": "PL", "gender": "F"}	ō-stem	1	12	0
Mt.5.32	iþ	iþ	conj	{}		1	1	0
Mt.5.32	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	2	0
Mt.5.32	qiþa	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-V	1	3	0
Mt.5.32	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	4	0
Mt.5.32	þatei	þatei	conj	{}		1	5	0
Mt.5.32	ƕazuh	ƕazuh	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	6	0
Mt.5.32	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	7	0
Mt.5.32	afletiþ	af-letan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-VII	1	8	0
Mt.5.32	qen	qens	noun	{"case": "ACC", "number": "SG", "gender": "F"}	i-stem	1	9	0
Mt.5.32	seina	seins	pron	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	1	10	0
Mt.5.32	inuh	inuh	prep	{}		1	11	0
Mt.5.32	fairina	fairina	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ō-stem	1	12	0
Mt.5.32	kalkinassaus	kalkinassus	noun	{"case": "GEN", "number": "SG", "gender": "M"}	u-stem	1	13	0
Mt.5.32	taujiþ	taujan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	14	0
Mt.5.32	þo	sa	pron	{"gender": "F", "case": "ACC", "number": "SG"}		1	15	0
Mt.5.32	horinon	horinon	verb	{"mood": "INF", "voice": "ACT"}	weak-II	1	16	0
Mt.5.32	jah	jah		{}		1	17	0
Mt.5.32	sa	sa	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	18	0
Mt.5.32	ize	izei		{}		1	19	0
Mt.5.32	afsatida	af-satjan	verb	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	weak-I	1	20	0
Mt.5.32	liugaiþ	liugan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-III	1	21	0
Mt.5.32	horinoþ	horinon	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-II	1	22	0
Mt.5.33	aftra	aftra	adv	{}		1	1	0
Mt.5.33	hausideduþ	hausjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "2"}	weak-I	1	2	0
Mt.5.33	þatei	þatei	conj	{}		1	3	0
Mt.5.33	qiþan	qiþan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	1	4	0
Mt.5.33	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	5	0
Mt.5.33	þaim	sa	pron	{"gender": "M", "case": "DAT", "number": "PL"}		1	6	0
Mt.5.33	airizam	airizans	adj	{"strength": "WK", "gender": "M", "case": "DAT", "number": "PL"}		1	7	0
Mt.5.33	ni	ni		{}		1	8	0
Mt.5.33	ufarswarais	ufar-swaran	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	strong-VI	1	9	0
Mt.5.33	iþ	iþ	conj	{}		1	10	0
Mt.5.33	usgibais	us-giban	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	strong-V	1	11	0
Mt.5.33	fraujin	frauja	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	1	12	0
Mt.5.33	aiþans	aiþs	noun	{"case": "ACC", "number": "PL", "gender": "M"}	a-stem	1	13	0
Mt.5.33	þeinans	þeins	pron	{"strength": "STR", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	1	14	0
Mt.5.34	aþþan	aþþan	conj	{}		1	1	0
Mt.5.34	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	2	0
Mt.5.34	qiþa	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-V	1	3	0
Mt.5.34	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	4	0
Mt.5.34	ni	ni		{}		1	5	0
Mt.5.34	swaran	swaran	verb	{"mood": "INF", "voice": "ACT"}	strong-VI	1	6	0
Mt.5.34	allis	allis	adv	{}		1	7	0
Mt.5.34	ni	ni		{}		1	8	0
Mt.5.34	bi	bi	prep	{}		1	9	0
Mt.5.34	himina	himins	noun	{"case": "DAT", "number": "SG", "gender": "M"}	a-stem	1	10	0
Mt.5.34	unte	unte	conj	{}		1	11	0
Mt.5.34	stols	stols	noun	{"case": "NOM", "number": "SG", "gender": "M"}	a-stem	1	12	0
Mt.5.34	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	13	0
Mt.5.34	gudis	guþ	noun	{"case": "GEN", "number": "SG", "gender": "M"}		1	14	0
Mt.5.35	nih	nih		{}		1	1	0
Mt.5.35	bi	bi	prep	{}		1	2	0
Mt.5.35	airþai	airþa	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ō-stem	1	3	0
Mt.5.35	unte	unte	conj	{}		1	4	0
Mt.5.35	fotubaurd	fotubaurd	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	1	5	0
Mt.5.35	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	6	0
Mt.5.35	fotiwe	fotus	noun	{"case": "GEN", "number": "PL", "gender": "M"}	u-stem	1	7	0
Mt.5.35	is	is	pron	{"gender": "M", "case": "GEN", "number": "SG"}		1	8	0
Mt.5.35	nih	nih		{}		1	9	0
Mt.5.35	bi	bi	prep	{}		1	10	0
Mt.5.35	Iairusaulwmai	Iairusaulwma	name	{"case": "DAT", "number": "SG", "gender": "N"}		1	11	0
Mt.5.35	unte	unte	conj	{}		1	12	0
Mt.5.35	baurgs	baurgs	noun	{"case": "NOM", "number": "SG", "gender": "F"}		1	13	0
Mt.5.35	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	14	0
Mt.5.35	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		1	15	0
Mt.5.35	mikilins	mikils	adj	{"strength": "WK", "gender": "M", "case": "GEN", "number": "SG"}	a-stem	1	16	0
Mt.5.35	þiudanis	þiudans	noun	{"case": "GEN", "number": "SG", "gender": "M"}	a-stem	1	17	0
Mt.5.36	nih	nih		{}		1	1	0
Mt.5.36	bi	bi	prep	{}		1	2	0
Mt.5.36	haubida	haubiþ	noun	{"case": "DAT", "number": "SG", "gender": "N"}	a-stem	1	3	0
Mt.5.36	þeinamma	þeins	pron	{"strength": "STR", "gender": "N", "case": "DAT", "number": "SG"}	a-stem	1	4	0
Mt.5.36	swarais	swaran	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	strong-VI	1	5	0
Mt.5.36	unte	unte	conj	{}		1	6	0
Mt.5.36	ni	ni		{}		1	7	0
Mt.5.36	magt	magan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "2"}	pret-pres	1	8	0
Mt.5.36	ain	ains	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	1	9	0
Mt.5.36	tagl	tagl	noun	{"case": "ACC", "number": "SG", "gender": "N"}	a-stem	1	10	0
Mt.5.36	ƕeit	ƕeits	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	1	11	0
Mt.5.36	aiþþau	aiþþau	conj	{}		1	12	0
Mt.5.36	swart	swarts	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	1	13	0
Mt.5.36	gataujan	ga-taujan	verb	{"mood": "INF", "voice": "ACT"}	weak-I	1	14	0
Mt.5.37	sijaiþ~þan	wisan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	1	0
Mt.5.37	sijaiþ~þan	-uh	ptcl	{}		1	1	0
Mt.5.37	sijaiþ~þan	þan	conj	{}		1	1	0
Mt.5.37	waurd	waurd	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	1	2	0
Mt.5.37	izwar	izwar	pron	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	1	3	0
Mt.5.37	ja	ja		{}		1	4	0
Mt.5.37	ja	ja		{}		1	5	0
Mt.5.37	ne	ne		{}		1	6	0
Mt.5.37	ne	ne		{}		1	7	0
Mt.5.37	iþ	iþ	conj	{}		1	8	0
Mt.5.37	þata	sa	pron	{"gender": "N", "case": "NOM", "number": "SG"}		1	9	0
Mt.5.37	managizo	manags	adj	{"strength": "WK", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	1	10	0
Mt.5.37	þaim	sa	pron	{"gender": "N", "case": "DAT", "number": "PL"}		1	11	0
Mt.5.37	þaim	sa	pron	{"gender": "M", "case": "DAT", "number": "PL"}		1	11	0
Mt.5.37	þaim	sa	pron	{"gender": "F", "case": "DAT", "number": "PL"}		1	11	0
Mt.5.37	us	us	prep	{}		1	12	0
Mt.5.37	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		1	13	0
Mt.5.37	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	13	0
Mt.5.37	ubilin	ubils	adj	{"strength": "WK", "gender": "N", "case": "DAT", "number": "SG"}	a-stem	1	14	0
Mt.5.37	ubilin	ubils	adj	{"strength": "WK", "gender": "M", "case": "DAT", "number": "SG"}	a-stem	1	14	0
Mt.5.37	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	15	0
Mt.5.38	hausideduþ	hausjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "2"}	weak-I	1	1	0
Mt.5.38	þatei	þatei	conj	{}		1	2	0
Mt.5.38	qiþan	qiþan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	1	3	0
Mt.5.38	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	4	0
Mt.5.38	augo	augo	noun	{"case": "ACC", "number": "SG", "gender": "N"}	n-stem	1	5	0
Mt.5.38	und	und	prep	{}		1	6	0
Mt.5.38	augin	augo	noun	{"case": "DAT", "number": "SG", "gender": "N"}	n-stem	1	7	0
Mt.5.38	jah	jah		{}		1	8	0
Mt.5.38	tunþu	tunþus	noun	{"case": "ACC", "number": "SG", "gender": "M"}	u-stem	1	9	0
Mt.5.38	und	und	prep	{}		1	10	0
Mt.5.38	tunþau	tunþus	noun	{"case": "DAT", "number": "SG", "gender": "M"}	u-stem	1	11	0
Mt.5.39	iþ	iþ	conj	{}		1	1	0
Mt.5.39	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	2	0
Mt.5.39	qiþa	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-V	1	3	0
Mt.5.39	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	4	0
Mt.5.39	ni	ni		{}		1	5	0
Mt.5.39	andstandan	and-standan	verb	{"mood": "INF", "voice": "ACT"}	strong-VI	1	6	0
Mt.5.39	allis	allis	adv	{}		1	7	0
Mt.5.39	þamma	sa	pron	{"gender": "N", "case": "DAT", "number": "SG"}		1	8	0
Mt.5.39	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	8	0
Mt.5.39	unseljin	unsels	adj	{"strength": "WK", "gender": "M", "case": "DAT", "number": "SG"}	i-stem	1	9	0
Mt.5.39	unseljin	unsels	adj	{"strength": "WK", "gender": "N", "case": "DAT", "number": "SG"}	i-stem	1	9	0
Mt.5.39	ak	ak	conj	{}		1	10	0
Mt.5.39	jabai	jabai	conj	{}		1	11	0
Mt.5.39	ƕas	ƕas	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	12	0
Mt.5.39	þuk	þu	pron	{"case": "ACC", "number": "SG"}		1	13	0
Mt.5.39	stautai	stautan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	strong-VII	1	14	0
Mt.5.39	bi	bi	prep	{}		1	15	0
Mt.5.39	taihswon	taihswa	adj	{"strength": "WK", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	1	16	0
Mt.5.39	þeina	þeins	pron	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	1	17	0
Mt.5.39	kinnu	kinnus	noun	{"case": "ACC", "number": "SG", "gender": "F"}	u-stem	1	18	0
Mt.5.39	wandei	wandjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "SG", "person": "2"}	weak-I	1	19	0
Mt.5.39	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	20	0
Mt.5.39	jah	jah		{}		1	21	0
Mt.5.39	þo	sa	pron	{"gender": "F", "case": "ACC", "number": "SG"}		1	22	0
Mt.5.39	anþara	anþar	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	1	23	0
Mt.5.40	jah	jah		{}		1	1	0
Mt.5.40	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	2	0
Mt.5.40	wiljandin	wiljan	verb	{"strength": "WK", "gender": "M", "case": "DAT", "number": "SG"}		1	3	0
Mt.5.40	miþ	miþ	prep	{}		1	4	0
Mt.5.40	þus	þu	pron	{"case": "DAT", "number": "SG"}		1	5	0
Mt.5.40	staua	staua	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ō-stem	1	6	0
Mt.5.40	jah	jah		{}		1	7	0
Mt.5.40	paida	paida	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ō-stem	1	8	0
Mt.5.40	þeina	þeins	pron	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	1	9	0
Mt.5.40	niman	niman	verb	{"mood": "INF", "voice": "ACT"}	strong-IV	1	10	0
Mt.5.40	aflet	af-letan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "SG", "person": "2"}	strong-VII	1	11	0
Mt.5.40	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	12	0
Mt.5.40	jah	jah		{}		1	13	0
Mt.5.40	wastja	wasti	noun	{"case": "ACC", "number": "SG", "gender": "F"}	jō-stem	1	14	0
Mt.5.41	jah	jah		{}		1	1	0
Mt.5.41	jabai	jabai	conj	{}		1	2	0
Mt.5.41	ƕas	ƕas	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	3	0
Mt.5.41	þuk	þu	pron	{"case": "ACC", "number": "SG"}		1	4	0
Mt.5.41	ananauþjai	ana-nauþjan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	5	0
Mt.5.41	rasta	rasta	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ō-stem	1	6	0
Mt.5.41	aina	ains	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	1	7	0
Mt.5.41	gaggais	gaggan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	strong-VII	1	8	0
Mt.5.41	miþ	miþ	prep	{}		1	9	0
Mt.5.41	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	10	0
Mt.5.41	twos	twai	num	{"gender": "F", "case": "ACC"}		1	11	0
Mt.5.42	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	1	0
Mt.5.42	bidjandin	bidjan	verb	{"strength": "WK", "gender": "M", "case": "DAT", "number": "SG"}	strong-V	1	2	0
Mt.5.42	þuk	þu	pron	{"case": "ACC", "number": "SG"}		1	3	0
Mt.5.42	gibais	giban	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	strong-V	1	4	0
Mt.5.42	jah	jah		{}		1	5	0
Mt.5.42	þamma	sa	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	6	0
Mt.5.42	wiljandin	wiljan	verb	{"strength": "WK", "gender": "M", "case": "DAT", "number": "SG"}		1	7	0
Mt.5.42	af	af	prep	{}		1	8	0
Mt.5.42	þus	þu	pron	{"case": "DAT", "number": "SG"}		1	9	0
Mt.5.42	leiƕan	leiƕan	verb	{"mood": "INF", "voice": "ACT"}	strong-I	1	10	0
Mt.5.42	sis	sik	pron	{"case": "DAT", "number": "SG"}		1	11	0
Mt.5.42	ni	ni		{}		1	12	0
Mt.5.42	uswandjais	us-wandjan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	weak-I	1	13	0
Mt.5.43	hausideduþ	hausjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "2"}	weak-I	1	1	0
Mt.5.43	þatei	þatei	conj	{}		1	2	0
Mt.5.43	qiþan	qiþan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	strong-V	1	3	0
Mt.5.43	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	4	0
Mt.5.43	frijos	frijon	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	weak-II	1	5	0
Mt.5.43	neƕundjan	neƕundja	noun	{"case": "ACC", "number": "SG", "gender": "M"}	an-stem	1	6	0
Mt.5.43	þeinana	þeins	pron	{"strength": "STR", "gender": "M", "case": "ACC", "number": "SG"}	a-stem	1	7	0
Mt.5.43	jah	jah		{}		1	8	0
Mt.5.43	fiais	fijan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "2"}	weak-III	1	9	0
Mt.5.43	fiand	fijands	noun	{"case": "ACC", "number": "SG", "gender": "M"}	nd-stem	1	10	0
Mt.5.43	þeinana	þeins	pron	{"strength": "STR", "gender": "M", "case": "ACC", "number": "SG"}	a-stem	1	11	0
Mt.5.44	aþþan	aþþan	conj	{}		1	1	0
Mt.5.44	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	2	0
Mt.5.44	qiþa	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-V	1	3	0
Mt.5.44	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	4	0
Mt.5.44	frijoþ	frijon	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	weak-II	1	5	0
Mt.5.44	fijands	fijands	noun	{"case": "ACC", "number": "PL", "gender": "M"}	nd-stem	1	6	0
Mt.5.44	izwarans	izwar	pron	{"strength": "STR", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	1	7	0
Mt.5.44	þiuþjaiþ	þiuþjan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	1	8	0
Mt.5.44	þans	sa	pron	{"gender": "M", "case": "ACC", "number": "PL"}		1	9	0
Mt.5.44	wrikandans	wrikan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	1	10	0
Mt.5.44	izwis	þu	pron	{"case": "ACC", "number": "PL"}		1	11	0
Mt.5.44	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	11	0
Mt.5.44	waila	waila	adv	{}		1	12	0
Mt.5.44	taujaiþ	taujan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	1	13	0
Mt.5.44	þaim	sa	pron	{"gender": "M", "case": "DAT", "number": "PL"}		1	14	0
Mt.5.44	hatjandam	hatjan	verb	{"strength": "WK", "gender": "M", "case": "DAT", "number": "PL"}	weak-I	1	15	0
Mt.5.44	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	16	0
Mt.5.44	izwis	þu	pron	{"case": "ACC", "number": "PL"}		1	16	0
Mt.5.44	jah	jah		{}		1	17	0
Mt.5.44	bidjaiþ	bidjan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	strong-V	1	18	0
Mt.5.44	bi	bi	prep	{}		1	19	0
Mt.5.44	þans	sa	pron	{"gender": "M", "case": "ACC", "number": "PL"}		1	20	0
Mt.5.44	usþriutandans	us-þriutan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-II	1	21	0
Mt.5.44	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	22	0
Mt.5.44	izwis	þu	pron	{"case": "ACC", "number": "PL"}		1	22	0
Mt.5.45	ei	ei	conj	{}		1	1	0
Mt.5.45	wairþaiþ	wairþan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	strong-III	1	2	0
Mt.5.45	sunjus	sunus	noun	{"case": "NOM", "number": "PL", "gender": "M"}	u-stem	1	3	0
Mt.5.45	attins	atta	noun	{"case": "GEN", "number": "SG", "gender": "M"}	an-stem	1	4	0
Mt.5.45	izwaris	izwar	pron	{"strength": "STR", "gender": "M", "case": "GEN", "number": "SG"}	a-stem	1	5	0
Mt.5.45	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		1	6	0
Mt.5.45	in	in	prep	{}		1	7	0
Mt.5.45	himinam	himins	noun	{"case": "DAT", "number": "PL", "gender": "M"}	a-stem	1	8	0
Mt.5.45	unte	unte	conj	{}		1	9	0
Mt.5.45	sunnon	sunno	noun	{"case": "ACC", "number": "SG", "gender": "N"}		1	10	0
